generated,reference,distance,changes,features_comment,features_documented,address
dauuata,dauuata,0,,,,"[{'id': 'Y9.24b', 'index': 1}]"
nōit̰,nōit̰,0,,,,"[{'id': 'Y9.24b', 'index': 2}, {'id': 'Y9.24b', 'index': 3}]"
mē,mē,0,,,,"[{'id': 'Y9.24b', 'index': 4}]"
apąm,apąm,0,,,,"[{'id': 'Y9.24b', 'index': 5}]"
āϑrauua,āϑrauua,0,,,,"[{'id': 'Y9.24b', 'index': 6}]"
aiβištiš,aiβištiš,0,,,,"[{'id': 'Y9.24b', 'index': 7}]"
vərəδiiē,vərəiδiiē,1,i deleted,,False,"[{'id': 'Y9.24b', 'index': 8}]"
daŋhauua,daiŋ́hauua,2,"a to ai, ŋ to ŋ́",,False,"[{'id': 'Y9.24b', 'index': 9}]"
carāt̰,carāt̰,0,,,,"[{'id': 'Y9.24b', 'index': 10}]"
hō,hō,0,,,,"[{'id': 'Y9.24b', 'index': 11}, {'id': 'Y9.24c', 'index': 0}]"
vīspə̄,vīspə̄,0,,,,"[{'id': 'Y9.24c', 'index': 1}, {'id': 'Y9.24c', 'index': 2}]"
vərəδanąm,vərəiδinąm,2,"i deleted, a to i",,False,"[{'id': 'Y9.24c', 'index': 3}]"
vanāt̰,vanāt̰,0,,,,"[{'id': 'Y9.24c', 'index': 4}]"
nī,nī,0,,,,"[{'id': 'Y9.24c', 'index': 5}]"
vīspē,vīspā,1,ē to ā,,False,"[{'id': 'Y9.24c', 'index': 6}]"
vərəiδanąm,vərəiδinąm,1,a to i,,False,"[{'id': 'Y9.24c', 'index': 7}, {'id': 'Y9.24c', 'index': 8}]"
janāt̰,janāt̰,0,,,,"[{'id': 'Y9.24c', 'index': 9}]"
uštatə̄,uštatē,2,ə̄ to ē,,False,"[{'id': 'Y9.25a', 'index': 0}]"
yō,yō,0,,,,"[{'id': 'Y9.25a', 'index': 1}]"
xᵛā̊,xᵛā,1,ā̊ to ā,,False,"[{'id': 'Y9.25a', 'index': 2}]"
aōjaŋha,aōjaŋha,0,,,,"[{'id': 'Y9.25a', 'index': 3}, {'id': 'Y9.25a', 'index': 4}]"
vasōxšaϑrō,vasōxšaϑrō,0,,,,"[{'id': 'Y9.25a', 'index': 5}]"
ahe,ahe,0,,,,"[{'id': 'Y9.25a', 'index': 6}]"
haōma,haōma,0,,,,"[{'id': 'Y9.25a', 'index': 7}]"
uštatə̄,uštatē,2,ə̄ to ē,,False,"[{'id': 'Y9.25b', 'index': 0}]"
apauuatahe,apiuuatahi,2,"au to i, u to uu, e to i",,False,"[{'id': 'Y9.25b', 'index': 1}]"
paōuruvacąm,pouruvacąm,1,"aō to ou, u inserted","u inserted epenthetically, e.g., ŋuh for ŋᵛh.",True,"[{'id': 'Y9.25b', 'index': 2}]"
mərəžuxδanąm,mərəžuxδanąm,0,,,,"[{'id': 'Y9.25b', 'index': 3}, {'id': 'Y9.25b', 'index': 4}]"
uštatə̄,uštatē,1,ə̄ to ē,,False,"[{'id': 'Y9.25c', 'index': 0}]"
nōit̰,nōit̰,0,,,,"[{'id': 'Y9.25c', 'index': 1}]"
pairifrāsa,pairifrāsa,0,,,,"[{'id': 'Y9.25c', 'index': 2}, {'id': 'Y9.25c', 'index': 3}]"
ərəžuxδəm,ərəžuxδəm,0,,,,"[{'id': 'Y9.25c', 'index': 4}]"
pərəsahe,pərəsahi,1,e to i,,False,"[{'id': 'Y9.25c', 'index': 5}]"
vācim,vācim,0,,,,"[{'id': 'Y9.25c', 'index': 6}]"
frātə̄,frātē,1,ə̄ to ē,,False,"[{'id': 'Y9.26a', 'index': 0}]"
mazdā̊,mazdā̊,0,,,,"[{'id': 'Y9.26a', 'index': 1}]"
barat̰,barat̰,0,,,,"[{'id': 'Y9.26a', 'index': 2}]"
paōuruuanīm,pauruuanīm,1,"aō to au, u inserted","u inserted epenthetically, e.g., ŋuh for ŋᵛh.",True,"[{'id': 'Y9.26a', 'index': 3}]"
aiβiiā̊ŋhanəm,aiβiiā̊ŋhanəm,0,,,,"[{'id': 'Y9.26a', 'index': 4}]"
stəhrpaēsaŋhəm,stəhrpaēsaŋhəm,0,,,,"[{'id': 'Y9.26a', 'index': 5}]"
maińiiutāštəm,maińiiutāštəm,0,,,,"[{'id': 'Y9.26a', 'index': 6}, {'id': 'Y9.26a', 'index': 7}]"
vaŋhīm,vaŋᵛhīm,1,ŋ to ŋᵛ,,False,"[{'id': 'Y9.26a', 'index': 8}]"
daēnąm,daēnąm,0,,,,"[{'id': 'Y9.26a', 'index': 9}]"
māzdaiiasnīm,māzdaiiasnīm,0,,,,"[{'id': 'Y9.26a', 'index': 10}, {'id': 'Y9.26a', 'index': 11}]"
āat̰,āat̰,0,,,,"[{'id': 'Y9.26a', 'index': 12}, {'id': 'Y9.26b', 'index': 0}]"
aŋ́hē,aŋ́he,1,ē to e,,False,"[{'id': 'Y9.26b', 'index': 1}]"
ahe,ahe,0,,,,"[{'id': 'Y9.26b', 'index': 2}]"
aiβiiāstō,aiβiiāstō,0,,,,"[{'id': 'Y9.26b', 'index': 3}, {'id': 'Y9.26b', 'index': 4}]"
barəšnuš,barəšnuš,0,,,,"[{'id': 'Y9.26b', 'index': 5}]"
paiti,paiti,0,,,,"[{'id': 'Y9.26b', 'index': 6}]"
gairinąm,gairinąm,0,,,,"[{'id': 'Y9.26b', 'index': 7}]"
drājaŋhə,drājaŋhe,1,ə to e,,False,"[{'id': 'Y9.26b', 'index': 8}]"
aiβiδāitīšca,aiβiδāitīšca,0,,,,"[{'id': 'Y9.26b', 'index': 9}]"
garīsca,graūsca,1,"a inserted, ī to a, ū deleted",,False,"[{'id': 'Y9.26b', 'index': 10}]"
mąϑrahe,mąϑrahe,0,,,,"[{'id': 'Y9.26b', 'index': 12}]"
haōmō,haōmō,0,,,,"[{'id': 'Y9.26b', 'index': 13}, {'id': 'Y9.27a', 'index': 0}]"
nmānōpitī,nmānōpaite,2,"i to ai, ī to e",,False,"[{'id': 'Y9.27a', 'index': 1}, {'id': 'Y9.27a', 'index': 2}]"
vīspaitī,vīspaite,1,ī to e,,False,"[{'id': 'Y9.27a', 'index': 3}]"
zaṇtupaitī,zaṇtupaite,1,ī to e,,False,"[{'id': 'Y9.27a', 'index': 4}]"
daŋ́hupaitī,daiŋ́hupaite,2,"a to ai, ī to e",,False,"[{'id': 'Y9.27a', 'index': 5}, {'id': 'Y9.27a', 'index': 6}]"
spanaŋha,spanaŋha,0,,,,"[{'id': 'Y9.27a', 'index': 7}]"
vaiδiiāpaitī,vaēδiiāpaite,2,"ai to aē, ī to e",,False,"[{'id': 'Y9.27a', 'index': 8}, {'id': 'Y9.27a', 'index': 9}]"
aɱāica,aɱāica,0,,,,"[{'id': 'Y9.27a', 'index': 10}, {'id': 'Y9.27b', 'index': 0}]"
ϑβā,ϑβā,0,,,,"[{'id': 'Y9.27b', 'index': 1}]"
vərəϑraγnāica,vərəϑraγnāica,0,,,,"[{'id': 'Y9.27b', 'index': 2}, {'id': 'Y9.27b', 'index': 3}]"
māuuōiia,māuuōiia,0,,,,"[{'id': 'Y9.27b', 'index': 4}]"
upamruiiē,upamruiiē,0,,,,"[{'id': 'Y9.27b', 'index': 5}]"
tanuiiē,tanuiiē,0,,,,"[{'id': 'Y9.27b', 'index': 6}]"
ϑrimāica,ϑrimāica,0,,,,"[{'id': 'Y9.27b', 'index': 7}]"
yat̰,yat̰,0,,,,"[{'id': 'Y9.27b', 'index': 8}]"
paōurubaōxšnahe,pourubaōxšnahe,2,"aō to ou, u inserted","u inserted epenthetically, e.g., ŋuh for ŋᵛh.",True,"[{'id': 'Y9.27b', 'index': 9}, {'id': 'Y9.27b', 'index': 10}]"
vīnōit̰,vaēnōit̰,2,ī to aē,,False,"[{'id': 'Y9.28a', 'index': 0}]"
t̰baēšauuatąm,t̰bišuuatąm,3,"aē to i, au to uu, u inserted","u inserted epenthetically, e.g., ŋuh for ŋᵛh.",True,"[{'id': 'Y9.28a', 'index': 1}]"
t̰baēšaēbiš,t̰baēšə̄bīš,3,"aē to ə̄, i to ī",,False,"[{'id': 'Y9.28a', 'index': 2}]"
vī,vī,0,,,,"[{'id': 'Y9.28a', 'index': 3}]"
manō,manō,0,,,,"[{'id': 'Y9.28a', 'index': 4}]"
bara,bara,0,,,,"[{'id': 'Y9.28a', 'index': 5}]"
gara,gara,0,,,,"[{'id': 'Y9.28a', 'index': 6}]"
maṇtąm,maṇtūm,1,ą to ū,,False,"[{'id': 'Y9.28a', 'index': 7}]"
yō,yō,0,,,,"[{'id': 'Y9.28a', 'index': 8}, {'id': 'Y9.28b', 'index': 0}]"
cišca,cišca,0,,,,"[{'id': 'Y9.28b', 'index': 1}]"
ahmi,aɱi,1,"h to ɱ, m inserted",,False,"[{'id': 'Y9.28b', 'index': 2}]"
nmāne,nmāne,0,,,,"[{'id': 'Y9.28b', 'index': 3}]"
yō,yō,0,,,,"[{'id': 'Y9.28b', 'index': 4}]"
aŋ́hē,aŋ́he,1,ē to e,,False,"[{'id': 'Y9.28b', 'index': 5}]"
vīsē,vīsi,1,ē to i,,False,"[{'id': 'Y9.28b', 'index': 6}]"
yō,yō,0,,,,"[{'id': 'Y9.28b', 'index': 7}]"
aɱi,aɱi,0,,,,"[{'id': 'Y9.28b', 'index': 8}]"
zaṇtuuō,zaṇtuuō,0,,,,"[{'id': 'Y9.28b', 'index': 9}, {'id': 'Y9.28b', 'index': 10}]"
yō,yō,0,,,,"[{'id': 'Y9.28b', 'index': 11}]"
aŋ́hē,aŋ́he,1,ē to e,,False,"[{'id': 'Y9.28b', 'index': 12}]"
daŋ́huuō,daiŋ́huuō,1,a to ai,,False,"[{'id': 'Y9.28b', 'index': 13}]"
aēnaŋhā̊,aēnaŋᵛhā̊,1,ŋ to ŋᵛ,,False,"[{'id': 'Y9.28b', 'index': 14}]"
asti,asti,0,,,,"[{'id': 'Y9.28b', 'index': 15}]"
maš́iiō,maṣ̌iiō,1,š́ to ṣ̌,,False,"[{'id': 'Y9.28b', 'index': 16}]"
gə̄uruuaiiahə̄,gə̄uruuaiiahē,2,ə̄ to ē,,False,"[{'id': 'Y9.28c', 'index': 0}]"
pāδauua,pāδauue,1,a to e,,False,"[{'id': 'Y9.28c', 'index': 1}, {'id': 'Y9.28c', 'index': 2}]"
zāuuarə,zāuuarə,0,,,,"[{'id': 'Y9.28c', 'index': 3}]"
pairišə̄,pairišē,2,ə̄ to ē,,False,"[{'id': 'Y9.28d', 'index': 0}]"
ušə̄,uši,2,ə̄ to i,,False,"[{'id': 'Y9.28d', 'index': 1}]"
vərənīiδe,vərənūiδi,2,"ī to ū, e to i",,False,"[{'id': 'Y9.28d', 'index': 2}, {'id': 'Y9.28d', 'index': 3}]"
skaṇdəmšə̄,skəṇdəmšē,3,"a to ə, ə̄ to ē",,False,"[{'id': 'Y9.28d', 'index': 4}]"
manō,manō,0,,,,"[{'id': 'Y9.28d', 'index': 5}]"
kərənīiδe,kərənūiδi,2,"ī to ū, e to i",,False,"[{'id': 'Y9.28d', 'index': 6}]"
zbarəϑaēibiia,zbaraϑaēibiia,1,ə to a,,False,"[{'id': 'Y9.29a', 'index': 0}]"
fratuiiā̊,fratuiiā̊,0,,,,"[{'id': 'Y9.29a', 'index': 1}]"
mā̊,mā̊,0,,,,"[{'id': 'Y9.29a', 'index': 2}]"
gauuaēibii,gauuaēibiia,1,a deleted,,False,"[{'id': 'Y9.29a', 'index': 3}, {'id': 'Y9.29a', 'index': 4}]"
aiβitītuiiā̊,aiβitūtuiiā̊,1,ī to ū,,False,"[{'id': 'Y9.29a', 'index': 5}]"
mā,mā,0,,,,"[{'id': 'Y9.29a', 'index': 6}, {'id': 'Y9.29b', 'index': 0}]"
ząm,ząm,0,,,,"[{'id': 'Y9.29b', 'index': 1}]"
vīōit̰,vaēnōit̰,1,"ī to aē, n deleted",,False,"[{'id': 'Y9.29b', 'index': 2}]"
aṣ̌ibiiōa,aṣ̌ibiiā,2,"ō to ā, a inserted",,False,"[{'id': 'Y9.29b', 'index': 3}]"
aṣ̌ibiia,aṣ̌ibiiā,1,a to ā,,False,"[{'id': 'Y9.29b', 'index': 4}]"
aṣ̌ibiiōa,aṣ̌ibiiā,2,"ō to ā, a inserted",,False,"[{'id': 'Y9.29b', 'index': 5}]"
aṣ̌ibiia,aṣ̌ibiiā,1,a to ā,,False,"[{'id': 'Y9.29b', 'index': 6}]"
mā,mā,0,,,,"[{'id': 'Y9.29b', 'index': 7}]"
gąm,gąm,0,,,,"[{'id': 'Y9.29b', 'index': 8}, {'id': 'Y9.29b', 'index': 9}]"
vīnōit̰,vaēnōit̰,2,ī to aē,,False,"[{'id': 'Y9.29b', 'index': 10}]"
aṣ̌ibiia,aṣ̌ibiiā,1,a to ā,,False,"[{'id': 'Y9.29b', 'index': 11}]"
yō,yō,0,,,,"[{'id': 'Y9.29b', 'index': 12}, {'id': 'Y9.29c', 'index': 0}]"
aēnaŋha,aēnaŋhō,1,a to ō,,False,"[{'id': 'Y9.29c', 'index': 1}]"
ite,ite,0,,,,"[{'id': 'Y9.29c', 'index': 2}]"
nōit̰,nōit̰,0,,,,"[{'id': 'Y9.29c', 'index': 3}]"
nō,nō,0,,,,"[{'id': 'Y9.29c', 'index': 4}]"
nōit̰,nōit̰,0,,,,"[{'id': 'Y9.29c', 'index': 5}]"
nō,nō,0,,,,"[{'id': 'Y9.29c', 'index': 6}]"
manō,manō,0,,,,"[{'id': 'Y9.29c', 'index': 7}]"
yō,yō,0,,,,"[{'id': 'Y9.29c', 'index': 8}]"
aēnaŋhaiti,aēnaŋ́heiti,2,"ŋ to ŋ́, ai to e, i deleted",,False,"[{'id': 'Y9.29c', 'index': 9}]"
kəhrpəm,kəhrpəm,0,,,,"[{'id': 'Y9.29c', 'index': 10}]"
paiti,paiti,0,,,,"[{'id': 'Y9.29c', 'index': 11}, {'id': 'Y9.30a', 'index': 0}]"
ažōiš,ažōiš,0,,,,"[{'id': 'Y9.30a', 'index': 1}]"
zairitahe,zairitahe,0,,,,"[{'id': 'Y9.30a', 'index': 2}, {'id': 'Y9.30a', 'index': 3}]"
səmahe,simahe,1,ə to i,,False,"[{'id': 'Y9.30a', 'index': 4}]"
vīšōvīpahe,vīšōvaēpahe,2,ī to aē,,False,"[{'id': 'Y9.30a', 'index': 5}]"
kəhrəpəm,kəhrpəm,1,ə inserted,,False,"[{'id': 'Y9.30a', 'index': 6}, {'id': 'Y9.30b', 'index': 0}, {'id': 'Y9.30b', 'index': 1}]"
nāšəmnāi,nāšəmnāi,0,,,,"[{'id': 'Y9.30b', 'index': 2}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y9.30b', 'index': 3}]"
haōmahe,haōmahe,0,,,,"[{'id': 'Y9.30b', 'index': 4}]"
haōma,haōma,0,,,,"[{'id': 'Y9.30b', 'index': 5}]"
haōmahe,haōmahe,0,,,,"[{'id': 'Y9.30b', 'index': 6}]"
haōma,haōma,0,,,,"[{'id': 'Y9.30b', 'index': 7}]"
zāiri,zāire,1,i to e,,False,"[{'id': 'Y9.30b', 'index': 8}]"
vadarəjaiδe,vadarəjaiδi,1,e to i,,False,"[{'id': 'Y9.30b', 'index': 9}]"
paiti,paiti,0,,,,"[{'id': 'Y9.30b', 'index': 10}, {'id': 'Y9.30c', 'index': 0}]"
gaδahe,gaδahe,0,,,,"[{'id': 'Y9.30c', 'index': 1}]"
vīuuarəzdauuatō,vīuuarəzdauuatō,0,,,,"[{'id': 'Y9.30c', 'index': 2}]"
xrauuīšaiiatō,xruuīš́iiatō,3,"au to uu, u inserted, š to š́, ai to ii, i inserted","u inserted epenthetically, e.g., ŋuh for ŋᵛh.",True,"[{'id': 'Y9.30c', 'index': 3}]"
zazarānō,zazarānō,0,,,,"[{'id': 'Y9.30c', 'index': 4}]"
kəhrpəm,kəhrpəm,0,,,,"[{'id': 'Y9.30c', 'index': 5}, {'id': 'Y9.30d', 'index': 0}]"
nāšəmnāi,nāšəmnāi,0,,,,"[{'id': 'Y9.30d', 'index': 1}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y9.30d', 'index': 2}, {'id': 'Y9.30d', 'index': 3}]"
haōma,haōma,0,,,,"[{'id': 'Y9.30d', 'index': 4}]"
zāiri,zāire,1,i to e,,False,"[{'id': 'Y9.30d', 'index': 5}]"
vadarəjaiδe,vadarəjaiδi,1,e to i,,False,"[{'id': 'Y9.30d', 'index': 6}]"
paiti,paiti,0,,,,"[{'id': 'Y9.30d', 'index': 7}, {'id': 'Y9.31a', 'index': 0}]"
maš́iiehe,maṣ̌iiehe,1,š́ to ṣ̌,,False,"[{'id': 'Y9.31a', 'index': 1}]"
druuatō,druuatō,0,,,,"[{'id': 'Y9.31a', 'index': 2}]"
sāstarəš,sāstarš,1,ə inserted,,False,"[{'id': 'Y9.31a', 'index': 3}, {'id': 'Y9.31a', 'index': 4}]"
aiβiuuaōždaiiaṇtahe,aiβivōiždaiiaṇtahe,2,"uu to v, aō to ōi",,False,"[{'id': 'Y9.31a', 'index': 5}]"
kamrəδəm,kamərəδəm,1,ə deleted,"Vowel syncope: loss of short ə, especially before semivowels.",True,"[{'id': 'Y9.31a', 'index': 6}]"
kəhrpəm,kəhrpəm,0,,,,"[{'id': 'Y9.31a', 'index': 7}, {'id': 'Y9.31b', 'index': 0}]"
nāšəmnāi,nāšəmnāi,0,,,,"[{'id': 'Y9.31b', 'index': 1}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y9.31b', 'index': 2}, {'id': 'Y9.31b', 'index': 3}]"
haōma,haōma,0,,,,"[{'id': 'Y9.31b', 'index': 4}]"
zāiri,zāire,1,i to e,,False,"[{'id': 'Y9.31b', 'index': 5}]"
jaiδe,jaiδi,1,e to i,,False,"[{'id': 'Y9.31b', 'index': 7}]"
paiti,paiti,0,,,,"[{'id': 'Y9.31b', 'index': 8}, {'id': 'Y9.31c', 'index': 0}]"
aṣ̌əmōγahe,aṣ̌əmaōγahe,1,ō to aō,,False,"[{'id': 'Y9.31c', 'index': 1}]"
anaṣ̌aōnō,anaṣ̌aōnō,0,,,,"[{'id': 'Y9.31c', 'index': 2}]"
ahumərətō,ahumərəcō,1,t to c,,False,"[{'id': 'Y9.31c', 'index': 3}]"
ahumərəcō,ahumərəcō,0,,,,"[{'id': 'Y9.31c', 'index': 4}]"
ahumərətō,ahumərəcō,1,t to c,,False,"[{'id': 'Y9.31c', 'index': 5}]"
ahumərəcō,ahumərəcō,0,,,,"[{'id': 'Y9.31c', 'index': 6}]"
aŋ́hā̊,aŋ́hā̊,0,,,,"[{'id': 'Y9.31c', 'index': 7}]"
daēiiā̊,daiiā̊,1,"aē to ai, ii to i",,False,"[{'id': 'Y9.31c', 'index': 8}]"
mąs,mąs,0,,,,"[{'id': 'Y9.31c', 'index': 9}]"
vaca,vaca,0,,,,"[{'id': 'Y9.31c', 'index': 10}]"
daϑānahe,daϑānahe,0,,,,"[{'id': 'Y9.31c', 'index': 11}]"
nōit̰,nōit̰,0,,,,"[{'id': 'Y9.31c', 'index': 12}]"
š́iiaōϑanāiš,š́iiaōϑanāiš,0,,,,"[{'id': 'Y9.31c', 'index': 13}, {'id': 'Y9.31c', 'index': 14}]"
apaiiaṇtahe,apaiiaṇtahe,0,,,,"[{'id': 'Y9.31c', 'index': 15}]"
kəhrpəm,kəhrpəm,0,,,,"[{'id': 'Y9.31c', 'index': 16}, {'id': 'Y9.31d', 'index': 0}]"
nā̊šəmnāi,nāšəmnāi,1,ā̊ to ā,,False,"[{'id': 'Y9.31d', 'index': 1}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y9.31d', 'index': 2}]"
haōma,haōma,0,,,,"[{'id': 'Y9.31d', 'index': 3}]"
zāiri,zāire,1,i to e,,False,"[{'id': 'Y9.31d', 'index': 4}]"
vadarəjaiδe,vadarəjaiδi,1,e to i,,False,"[{'id': 'Y9.31d', 'index': 5}]"
paiti,paiti,0,,,,"[{'id': 'Y9.31d', 'index': 6}, {'id': 'Y9.32a', 'index': 0}]"
jahekaiiāi,jahikaiiāi,1,e to i,,False,"[{'id': 'Y9.32a', 'index': 1}, {'id': 'Y9.32a', 'index': 2}]"
yātumaitiiāi,yātumaitiiāi,0,,,,"[{'id': 'Y9.32a', 'index': 3}]"
mōδanōkairiiāi,maōδanōkairiiāi,1,ō to aō,,False,"[{'id': 'Y9.32a', 'index': 4}, {'id': 'Y9.32a', 'index': 5}]"
upaštābairiiāi,upaštābairiiāi,0,,,,"[{'id': 'Y9.32a', 'index': 6}]"
yeŋ́hē,yeŋ́hē,0,,,,"[{'id': 'Y9.32a', 'index': 7}]"
frafrauuaiti,frafrauuaite,1,i to e,,False,"[{'id': 'Y9.32a', 'index': 8}]"
manō,manō,0,,,,"[{'id': 'Y9.32a', 'index': 9}]"
yaϑa,yaϑa,0,,,,"[{'id': 'Y9.32a', 'index': 10}]"
aβrəm,aβrəm,0,,,,"[{'id': 'Y9.32a', 'index': 11}]"
vātōšīitəm,vātōš́ūtəm,2,"š to š́, ī to ū, i inserted",,False,"[{'id': 'Y9.32a', 'index': 12}]"
kəhrpəm,kəhrpəm,0,,,,"[{'id': 'Y9.32a', 'index': 13}, {'id': 'Y9.32b', 'index': 0}]"
nāšəmnāi,nāšəmnāi,0,,,,"[{'id': 'Y9.32b', 'index': 1}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y9.32b', 'index': 2}]"
haōma,haōma,0,,,,"[{'id': 'Y9.32b', 'index': 3}]"
zāiri,zāire,1,i to e,,False,"[{'id': 'Y9.32b', 'index': 4}]"
vadarəjaiδe,vadarəjaiδi,1,e to i,,False,"[{'id': 'Y9.32b', 'index': 5}]"
yat̰,yat̰,0,,,,"[{'id': 'Y9.32b', 'index': 7}]"
hē,hē,0,,,,"[{'id': 'Y9.32b', 'index': 8}]"
kəhrpəm,kəhrpəm,0,,,,"[{'id': 'Y9.32b', 'index': 9}]"
nāšəmnāi,nāšəmnāi,0,,,,"[{'id': 'Y9.32b', 'index': 10}]"
haōma,haōma,0,,,,"[{'id': 'Y9.32b', 'index': 13}]"
zāiri,zāire,1,i to e,,False,"[{'id': 'Y9.32b', 'index': 14}]"
vadarəjaiδe,vadarəjaiδi,1,e to i,,False,"[{'id': 'Y9.32b', 'index': 15}]"
viš,viš,0,,,,"[{'id': 'Y9.32b', 'index': 16}, {'id': 'Y10.1a', 'index': 0}, {'id': 'Y10.1a', 'index': 1}]"
apąm,apąm,0,,,,"[{'id': 'Y10.1a', 'index': 2}]"
iδa,iδa,0,,,,"[{'id': 'Y10.1a', 'index': 3}]"
patəṇtō,patəṇtu,1,ō to u,,False,"[{'id': 'Y10.1a', 'index': 4}]"
vīdaēuuā̊ŋhō,vīdaēuuā̊ŋhō,0,,,,"[{'id': 'Y10.1a', 'index': 5}]"
vī,vī,0,,,,"[{'id': 'Y10.1a', 'index': 6}]"
daēuuaiiō,daēuuiiō,1,"ai to ii, i inserted",,False,"[{'id': 'Y10.1a', 'index': 7}]"
vaŋhuš,vaŋhuš,0,,,,"[{'id': 'Y10.1a', 'index': 8}, {'id': 'Y10.1b', 'index': 0}]"
sraōšō,sraōšō,0,,,,"[{'id': 'Y10.1b', 'index': 1}]"
mitaiiatu,mitaiiatu,0,,,,"[{'id': 'Y10.1b', 'index': 2}, {'id': 'Y10.1b', 'index': 3}]"
aṣ̌əš,aṣ̌iš,1,ə to i,,False,"[{'id': 'Y10.1b', 'index': 4}, {'id': 'Y10.1c', 'index': 0}]"
vaŋhē,vaŋᵛhi,2,"ŋ to ŋᵛ, ē to i",,False,"[{'id': 'Y10.1c', 'index': 1}]"
iδa,iδa,0,,,,"[{'id': 'Y10.1c', 'index': 2}]"
maϑanatō,miϑnatu,1,"a to i, a inserted, ō to u",,False,"[{'id': 'Y10.1c', 'index': 3}]"
aṣ̌əš,aṣ̌iš,1,ə to i,,False,"[{'id': 'Y10.1c', 'index': 5}]"
vaŋhē,vaŋᵛhi,2,"ŋ to ŋᵛ, ē to i",,False,"[{'id': 'Y10.1c', 'index': 6}]"
rāmiiat̰,rāmiiat̰,0,,,,"[{'id': 'Y10.1c', 'index': 7}]"
iδa,iδa,0,,,,"[{'id': 'Y10.1c', 'index': 8}]"
upa,upa,0,,,,"[{'id': 'Y10.1c', 'index': 9}]"
imat̰,imat̰,0,,,,"[{'id': 'Y10.1c', 'index': 10}]"
nəmānəm,nmānəm,0,ə inserted,,False,"[{'id': 'Y10.1c', 'index': 11}]"
yat̰,yat̰,0,,,,"[{'id': 'Y10.1c', 'index': 12}]"
āhīiriš,āhūiri,2,"ī to ū, š inserted",[UNSUPPORTED] Not documented.,True,"[{'id': 'Y10.1c', 'index': 14}]"
yat̰,yat̰,0,,,,"[{'id': 'Y10.1c', 'index': 15}]"
haōmahe,haōmahe,0,,,,"[{'id': 'Y10.1c', 'index': 16}]"
aṣ̌uuazaŋhō,aṣ̌auuazaŋhō,1,"uu to au, u deleted",,False,"[{'id': 'Y10.1c', 'index': 17}, {'id': 'Y10.1c', 'index': 18}, {'id': 'Y10.1c', 'index': 19}]"
fratarəmcit̰,fratarəmcit̰,0,,,,"[{'id': 'Y10.1c', 'index': 20}, {'id': 'Y10.2a', 'index': 0}]"
tē,tē,0,,,,"[{'id': 'Y10.2a', 'index': 1}]"
hauuanəm,hauuanəm,0,,,,"[{'id': 'Y10.2a', 'index': 2}]"
vaca,vaca,0,,,,"[{'id': 'Y10.2a', 'index': 3}]"
upastaōmi,upastaōmi,0,,,,"[{'id': 'Y10.2a', 'index': 4}]"
huxratauuō,huxratuuō,1,"au to uu, u inserted","u inserted epenthetically, e.g., ŋuh for ŋᵛh.",True,"[{'id': 'Y10.2a', 'index': 5}]"
yō,yō,0,,,,"[{'id': 'Y10.2a', 'index': 6}, {'id': 'Y10.2a', 'index': 7}]"
ąsuš,ąsuš,0,,,,"[{'id': 'Y10.2a', 'index': 8}]"
haṇgə̄uruuaiieite,haṇgəuruuaiieiti,2,"ə̄u to ə, u deleted, e to i",,False,"[{'id': 'Y10.2a', 'index': 9}]"
uparəmcit̰,uparəmcit̰,0,,,,"[{'id': 'Y10.2a', 'index': 10}, {'id': 'Y10.2b', 'index': 0}, {'id': 'Y10.2b', 'index': 1}]"
tē,tē,0,,,,"[{'id': 'Y10.2b', 'index': 2}]"
hauuanəm,hauuanəm,0,,,,"[{'id': 'Y10.2b', 'index': 3}]"
vaca,vaca,0,,,,"[{'id': 'Y10.2b', 'index': 4}]"
upastaōmi,upastaōmi,0,,,,"[{'id': 'Y10.2b', 'index': 5}, {'id': 'Y10.2b', 'index': 6}]"
huxratauuō,huxratuuō,1,"au to uu, u inserted","u inserted epenthetically, e.g., ŋuh for ŋᵛh.",True,"[{'id': 'Y10.2b', 'index': 7}]"
yaɱi,yaɱi,0,,,,"[{'id': 'Y10.2b', 'index': 8}]"
niγne,niγne,0,,,,"[{'id': 'Y10.2b', 'index': 9}]"
narš,narš,0,,,,"[{'id': 'Y10.2b', 'index': 10}]"
aōjaŋhi,aōjaŋha,1,i to a,,False,"[{'id': 'Y10.2b', 'index': 11}]"
staōma,staōmi,1,a to i,,False,"[{'id': 'Y10.2b', 'index': 12}, {'id': 'Y10.3a', 'index': 0}]"
maēγəmca,maēγəmca,0,,,,"[{'id': 'Y10.3a', 'index': 1}]"
vārəmca,vārəmca,0,,,,"[{'id': 'Y10.3a', 'index': 2}, {'id': 'Y10.3a', 'index': 3}]"
yātē,yātē,1,,,,"[{'id': 'Y10.3a', 'index': 4}]"
kəhrpəm,kəhrpəm,0,,,,"[{'id': 'Y10.3a', 'index': 5}]"
vaxšaiiatō,vaxšaiiatō,0,,,,"[{'id': 'Y10.3a', 'index': 6}]"
